ablation,method,method_type,regime,qlike_var_mean,qlike_var_median,qlike_var_std,rmse_vol_mean,rmse_vol_median,rmse_vol_std,mae_vol_mean,mae_vol_median,mae_vol_std,underprediction_rate_mean,underprediction_rate_median,underprediction_rate_std,underprediction_loss_mean,underprediction_loss_median,underprediction_loss_std,avg_set_size_mean,avg_set_size_median,avg_set_size_std,miss_best_rate_mean,miss_best_rate_median,miss_best_rate_std,tail_underprediction_loss_mean,tail_underprediction_loss_median,tail_underprediction_loss_std,tail_qlike_var_mean,tail_qlike_var_median,tail_qlike_var_std
full,gru,single_model,low,0.2358727309995269,0.23616845454893198,0.02168302459888404,0.0018062912694488502,0.00164723236548415,0.00042495370033694577,0.0014523123801349666,0.0013104396147728499,0.00034176797518678276,0.1128378378378378,0.1216216216216216,0.041928928701901236,0.002194025362124533,0.00180485453880415,0.0018280934821905187,,,,,,,,,,,,
full,gru,single_model,mid,0.13593581151370754,0.12588004412525494,0.04232059220154236,0.0017049180018142002,0.0016319801146774,0.0005618922865969502,0.0012958421461919834,0.00124118009039255,0.00043001452043265665,0.4869192602616148,0.4884979702300406,0.02220892245053844,0.02052895612185478,0.02011564417202675,0.005749496999225298,,,,,,,,,,,,
full,har,single_model,all,46056.941352167196,0.3602575716546442,112815.15636193744,0.0035362876100098503,0.0035007523436268,0.0009427300598620091,0.0024968508555269168,0.0024261816707534,0.0006662284137491786,0.31102598768213907,0.31072555205047314,0.016534539882375226,0.0238400129323499,0.023826064489916553,0.0010057283328066611,,,,,,,0.13151831482814438,0.12768843414126307,0.018259392553772565,266890.8236027303,1.0450014067043774,653743.8694158915
full,har,single_model,high,120961.32915292379,0.45717560335221685,296292.4461812637,0.004910424190679634,0.00494765103466095,0.0013525483246855587,0.0033149767313031668,0.0032582920139111,0.0009974151568399128,0.7015765765765766,0.6932432432432433,0.045805960571324106,0.06565904893079481,0.06429053669008206,0.0040641237478156395,,,,,,,0.13151831482814438,0.12768843414126307,0.018259392553772565,266890.8236027303,1.0450014067043774,653743.8694158915
full,har,single_model,low,0.44650281191953045,0.44514457675810293,0.08511792691235623,0.0028347748708277168,0.00270443788203555,0.000647058534101545,0.00248325996711685,0.0023857522377798,0.0005336330755766922,0.01599099099099095,0.01486486486486485,0.012189658607448972,0.00011667917685358687,0.00010336525095997769,0.00010967804329753121,,,,,,,,,,,,
full,har,single_model,mid,17170.012009762635,0.1376522732350584,42057.428303564215,0.0022981698431837334,0.00221799721262505,0.0007136881772163616,0.0016912271875282334,0.00163342947381665,0.0004967935198315253,0.215381145692377,0.213125845737483,0.031923768869913854,0.00571982394753,0.00627978211606405,0.0025970823682605663,,,,,,,,,,,,
full,regime_high_branch,blend_component,all,0.34163321837546445,0.3404999702207231,0.04142245316753269,0.004052990223642834,0.00410357979269645,0.0009700196615827963,0.0028965258131310834,0.0028238938596961,0.0006743346698588363,0.26631437678241904,0.26648213387015596,0.017941932281307894,0.018253845147713416,0.018311403620845698,0.002073243517608214,,,,,,,0.0970886677095691,0.08919348701572394,0.019662315992653945,0.7264012563375313,0.6735861963909231,0.18968272212782447
full,regime_high_branch,blend_component,high,0.3465169453811616,0.3450074850555645,0.06023684492995149,0.00521150860093305,0.005493768462112,0.0014037787313214887,0.003540133689370117,0.00359987605810415,0.001018544475243485,0.5715823726249575,0.5671805403572584,0.048220078418199086,0.04672159148936653,0.04654688404411765,0.006630385766202913,,,,,,,0.0970886677095691,0.08919348701572394,0.019662315992653945,0.7264012563375313,0.6735861963909231,0.18968272212782447
full,regime_high_branch,blend_component,low,0.5091423304765179,0.522078702424484,0.0653857227503355,0.0033550048476015,0.0031910298543729497,0.0005861482101481168,0.0029018614709839,0.0027767520014474,0.0005079888108382618,0.0101117009713953,0.008037619637859799,0.009508256938100713,5.458234236697945e-05,3.382557966418783e-05,7.083282051624786e-05,,,,,,,,,,,,
full,regime_high_branch,blend_component,mid,0.19296067658107804,0.19073351903978947,0.022338359370444514,0.003031922862476283,0.0028514745122613,0.0007406453502697006,0.002203409919662267,0.00207576017688395,0.0005094403299796931,0.16246562785061572,0.15594424837514845,0.03310736085412195,0.003723177809301183,0.00396530966869625,0.0014352183194112052,,,,,,,,,,,,
full,regime_low_branch,blend_component,all,3234.3924141130215,0.3422464471979563,7921.789347174636,0.0036840664111749337,0.00362106114985415,0.0009683392833868723,0.0026037619034583836,0.00249808500008465,0.0006910182147981087,0.31446066096292563,0.3238550578761952,0.01702044265342941,0.023290337501601917,0.023502243473227498,0.002202799226690143,,,,,,,0.1277691834516073,0.11647123287839045,0.02098126623153531,0.9590387384664792,0.8792062227897075,0.19597211432861084
full,regime_low_branch,blend_component,high,8876.200156022029,0.4446979475406603,21741.136049539928,0.00489198298563535,0.0049591059897861,0.0013143789708420484,0.0032872224979353,0.00327334602009835,0.0009614949053590232,0.6748466443953111,0.6707511666415776,0.05310021512055622,0.060138687300273476,0.058893129928343446,0.0070885238720858786,,,,,,,0.1277691834516073,0.11647123287839045,0.02098126623153531,0.9590387384664792,0.8792062227897075,0.19597211432861084
